SKU,productId,company,url,name,Scrapable
RM-C1-calcium-citrate-05c28cc3,150,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C1-calcium-citrate-05c28cc3,150,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C1-cellulose-594d4ce6,151,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C1-croscarmellose-sodium-ba050b0c,152,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C1-magnesium-silicate-6045d1ce,153,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C1-magnesium-stearate-fdedf242,154,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C1-polyvinyl-alcohol-ebfeea56,156,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C1-stearic-acid-9a014700,157,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C1-titanium-dioxide-e460a12c,158,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C1-vitamin-d3-cholecalciferol-67efce0f,159,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C10-chloride-b98a465b,251,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C10-concentrace-trace-minerals-4f4f68d2,253,Trace Minerals,https://www.traceminerals.com,Trace Minerals,Viable
RM-C10-potassium-4334e301,256,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C10-vitamin-c-a3c07522,257,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C11-gelatin-capsule-bovine-42ef5483,259,Capsuline,https://www.capsuline.com,Capsuline,Viable
RM-C11-gelatin-capsule-bovine-42ef5483,259,Darling Ingredients / Rousselot,https://www.rousselot.com,Darling Ingredients / Rousselot,Viable
RM-C11-magnesium-glycinate-309625e9,260,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C11-rice-powder-3d1b7e08,261,Ingredion,https://www.ingredion.com,Ingredion,Viable
RM-C11-silica-1de71d67,262,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C11-vegetable-magnesium-stearate-a91ab707,263,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C12-blue-2-lake-b1728ef8,264,Sensient,https://www.sensientfoodcolors.com,Sensient,Viable
RM-C12-calcium-carbonate-7423a5f4,265,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C12-calcium-carbonate-7423a5f4,265,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C12-cholecalciferol-vitamin-d3-d24cbd0c,266,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C12-copper-sulfate-18cbcb56,267,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C12-copper-sulfate-18cbcb56,267,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C12-croscarmellose-sodium-6986ada1,268,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C12-magnesium-oxide-80939af8,269,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C12-magnesium-stearate-1cf9b021,270,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C12-maltodextrin-2c5ab478,271,Ingredion,https://www.ingredion.com,Ingredion,Viable
RM-C12-manganese-sulfate-a7c552be,272,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C12-manganese-sulfate-a7c552be,272,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C12-polyvinyl-alcohol-bef41d00,274,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C12-red-40-lake-8f2e0c08,275,Sensient,https://www.sensientfoodcolors.com,Sensient,Viable
RM-C12-talc-4e027cb7,276,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C12-titanium-dioxide-6699b33e,277,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C12-tocopherols-98f93e88,278,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C12-yellow-6-lake-d8d481af,279,Sensient,https://www.sensientfoodcolors.com,Sensient,Viable
RM-C12-zinc-oxide-81626087,280,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C12-zinc-oxide-81626087,280,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C13-b-vitamins-00134c85,281,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C13-probiotic-cultures-4fa0be80,283,Custom Probiotics,https://www.customprobiotics.com,Custom Probiotics,Viable
RM-C13-vitamin-d-b89cc23f,284,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-b-vitamins-6b1105ff,285,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-biotin-b128e9e7,286,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-calcium-1b8fb86e,287,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C14-chloride-3391a511,288,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C14-chromium-e949ac4b,289,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C14-copper-0315914d,290,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C14-folate-65ea52b0,291,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-gelatin-017eb28d,292,Capsuline,https://www.capsuline.com,Capsuline,Viable
RM-C14-gelatin-017eb28d,292,Darling Ingredients / Rousselot,https://www.rousselot.com,Darling Ingredients / Rousselot,Viable
RM-C14-iodine-f96d860c,293,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C14-iron-1f8c0d39,294,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C14-magnesium-0ad704ee,297,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C14-manganese-c9e87173,298,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C14-molybdenum-4a13d728,299,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C14-niacinamide-603dda4f,300,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-pantothenic-acid-9e8a871d,301,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-potassium-e9dad6ca,302,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C14-riboflavin-cca38c81,303,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-selenium-95d94eb8,304,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C14-thiamine-904ca673,305,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-vitamin-a-72b32d59,306,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-vitamin-b1-9fb2f65d,307,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-vitamin-b12-296cc7e3,308,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-vitamin-b2-cad7cce6,309,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-vitamin-b6-c130b713,310,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-vitamin-c-e97cb4c7,311,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-vitamin-d-0d97442e,312,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-vitamin-e-7d43f6b1,313,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-vitamin-k-8acc4148,314,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-vitamin-k1-59e9cf97,315,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C14-zinc-35e67d6e,316,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C15-non-gmo-citric-acid-7638d213,321,Ingredion,https://www.ingredion.com,Ingredion,Viable
RM-C15-pink-himalayan-salt-7f2aeceb,327,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C15-pink-himalayan-salt-7f2aeceb,327,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C15-sodium-citrate-2bb2e71f,328,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C15-sodium-citrate-2bb2e71f,328,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C16-calcium-6951db19,329,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C16-magnesium-e731ae15,331,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C16-potassium-3356f222,333,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C16-sodium-ec6914d6,334,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C17-ascorbic-acid-ab2a6348,335,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C17-ascorbyl-palmitate-f401359d,336,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C17-beta-carotene-75e75e5d,338,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C17-biotin-07291e5b,339,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C17-calcium-carbonate-164af619,340,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
RM-C17-calcium-carbonate-164af619,340,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C17-carboxymethylcellulose-sodium-1d92bbc2,341,Colorcon,https://www.colorcon.com,Colorcon,Viable
RM-C17-cholecalciferol-75e08048,342,PureBulk,https://www.purebulk.com,PureBulk,Viable
RM-C17-chromium-5721b069,343,Jost Chemical,https://www.jostchemical.com,Jost Chemical,Viable
